Approved symbol	Alias symbol	Previous symbol
GTF2IRD1	RBAP2	WBSCR11
GTF2IRD1	GTF3	WBSCR11
GTF2IRD1	WBSCR12	WBSCR11
GTF2IRD1	BEN	WBSCR11
GTF2IRD1	Cream1	WBSCR11
GTF2IRD2	FLJ37938	
GTF2IRD2	GTF2IRD2A	
GTF3A	TFIIIA	
GTF3A	AP2	
GTF3C1	TFIIIC220	
GTF3C2	KIAA0011	
GTF3C2	TFIIIC110	
GTF3C3	TFiiiC2-102	
GTF3C3	TFIIIC102	
GTF3C4	TFIIIC90	
GTF3C4	KAT12	
GTF3C5	TFiiiC2-63	
GTF3C5	TFIIIC63	
GTF3C5	TFIIICepsilon	
GTF3C6	bA397G5.3	C6orf51
GTF3C6	TFIIIC35	C6orf51
GTPBP1	GP-1	
GTPBP1	HSPC018	
GTPBP3	MSS1	
GTPBP3	THDF1	
GTPBP3	GTPBG3	
GTPBP3	MTGP1	
GTPBP3	FLJ14700	
GTPBP4	CRFG	
GTPBP4	NGB	
GTPBP4	FLJ10690	
GTPBP4	FLJ10686	
GTPBP4	NOG1	
GTPBP6	PGPL	
GTPBP6	FLJ20977	
GTPBP8	HSPC135	
GTPBP10	DKFZP686A10121	
GTPBP10	FLJ38242	
GTSE1	GTSE-1	
GTSE1	B99	
GTSF1	FLJ32942	FAM112B
GTSF1L	dJ1028D15.4	C20orf65
GTSF1L	dJ1028D15.4	FAM112A
GUCA1A	GCAP	GUCA
GUCA1A	GCAP	GUCA1
GUCA1A	GCAP	C6orf131
GUCA1A	GCAP1	GUCA
GUCA1A	GCAP1	GUCA1
GUCA1A	GCAP1	C6orf131
GUCA1A	COD3	GUCA
GUCA1A	COD3	GUCA1
GUCA1A	COD3	C6orf131
GUCA1A	dJ139D8.6	GUCA
GUCA1A	dJ139D8.6	GUCA1
GUCA1A	dJ139D8.6	C6orf131
GUCA1A	CORD14	GUCA
GUCA1A	CORD14	GUCA1
GUCA1A	CORD14	C6orf131
GUCA1B	GCAP2	
GUCA1B	RP48	
GUCA1C	GCAP3	
GUCA2A	STARA	GUCA2
GUCD1	MGC1842	C22orf13
GUCD1	LLN4	C22orf13
GUCY1A2	GC-SA2	GUC1A2
GUCY1A3	GC-SA3	GUC1A3
GUCY1B2	GC-SB2	
GUCY1B3	GC-SB3	GUC1B3
GUCY1B3	GC-S-beta-1	GUC1B3
GUCY2C	STAR	GUC2C
GUCY2D	retGC	CORD6
GUCY2D	retGC	LCA
GUCY2D	retGC	GUC2D
GUCY2D	retGC	GUC1A4
GUCY2D	RETGC-1	CORD6
GUCY2D	RETGC-1	LCA
GUCY2D	RETGC-1	GUC2D
GUCY2D	RETGC-1	GUC1A4
GUCY2D	ROS-GC1	CORD6
GUCY2D	ROS-GC1	LCA
GUCY2D	ROS-GC1	GUC2D
GUCY2D	ROS-GC1	GUC1A4
GUCY2D	CYGD	CORD6
GUCY2D	CYGD	LCA
GUCY2D	CYGD	GUC2D
GUCY2D	CYGD	GUC1A4
GUCY2D	LCA1	CORD6
GUCY2D	LCA1	LCA
GUCY2D	LCA1	GUC2D
GUCY2D	LCA1	GUC1A4
GUCY2EP	GC-E	GUCY2E
GUCY2F	GUC2DL	
GUCY2F	GC-F	
GUCY2F	RetGC-2	
GUCY2F	ROS-GC2	
GUCY2F	CYGF	
GUF1	FLJ13220	
GULOP	GULO	
GULOP	scurvy	
GULP1	CED6	
GULP1	CED-6	
GULP1	GULP	
GUSBP2	bA239L20.5	SMAC3L2
GUSBP2	bA239L20.5	GUSBL1
GUSBP2	bA239L20.1	SMAC3L2
GUSBP2	bA239L20.1	GUSBL1
GUSBP2	SMA3-L	SMAC3L2
GUSBP2	SMA3-L	GUSBL1
GUSBP2	bGLU-Lp	SMAC3L2
GUSBP2	bGLU-Lp	GUSBL1
GUSBP2	SMAC3L	SMAC3L2
GUSBP2	SMAC3L	GUSBL1
GUSBP4	SMA3-L	C6orf216
GUSBP4	SMA3-L	SMAC3L
GUSBP4	SMA3-L	GUSBL2
GUSBP4	FLJ13549	C6orf216
GUSBP4	FLJ13549	SMAC3L
GUSBP4	FLJ13549	GUSBL2
GVINP1	VLIG-1	GVIN1
GVINP1	VLIG-1	GVIN1P
GVINP1	FLJ13373	GVIN1
GVINP1	FLJ13373	GVIN1P
GVINP1	VLIG1	GVIN1
GVINP1	VLIG1	GVIN1P
GVQW1	bA205M20.5	TIGD1L2
GXYLT1	FLJ43151	GLT8D3
GYG2	GN-2	
GYLTL1B	PP5656	
GYLTL1B	FLJ35207	
GYLTL1B	LARGE2	
GYPA	GPA	MNS
GYPA	MN	MNS
GYPA	CD235a	MNS
GYPB	GPB	MNS
GYPB	SS	MNS
GYPB	CD235b	MNS
GYPC	GPC	
GYPC	GYPD	
GYPC	Ge	
GYPC	CD236	
GYPC	CD236R	
GYPE	GPE	
GYPE	MNS	
GYS1	GSY	GYS
GZF1	dJ322G13.2	ZNF336
GZF1	ZBTB23	ZNF336
GZMB	CCPI	CTLA1
GZMB	CCPI	CSPB
GZMB	CGL-1	CTLA1
GZMB	CGL-1	CSPB
GZMB	CSP-B	CTLA1
GZMB	CSP-B	CSPB
GZMB	CGL1	CTLA1
GZMB	CGL1	CSPB
GZMB	CTSGL1	CTLA1
GZMB	CTSGL1	CSPB
GZMB	HLP	CTLA1
GZMB	HLP	CSPB
GZMB	SECT	CTLA1
GZMB	SECT	CSPB
GZMH	CGL-2	CTSGL2
GZMH	CCP-X	CTSGL2
GZMH	CTLA1	CTSGL2
GZMH	CSP-C	CTSGL2
GZMK	TRYP2	
GZMK	PRSS	
GZMM	MET1	
GZMM	LMET1	
H1F0	H10	H1FV
H1FNT	HANP1	
H1FNT	H1T2	
H1FX	MGC15959	
H1FX	MGC8350	
H1FX	H1X	
H1FX-AS1	FLJ34151	C3orf47
H2AFJ	FLJ10903	
H2AFJ	MGC921	
H2AFV	MGC10170	H2AV
H2AFV	MGC10831	H2AV
H2AFV	MGC1947	H2AV
H2AFVP1	HsT19970	H2AFVP
H2AFY	macroH2A1.2	
H2AFY2	macroH2A2	
H2AFZ	H2A.Z	H2AZ
H3F3A	H3.3A	H3F3
H3F3AP1	HsT18159	
H3F3AP2	H3F3CP	
H3F3AP3	p18	
H3F3AP4	p13	
H3F3AP6	p21	
H3F3B	H3.3B	
H3F3C	H3.5	
H19	D11S813E	
H19	ASM	
H19	ASM1	
H19	NCRNA00008	
H19	LINC00008	
HABP2	HABP	
HABP2	PHBP	
HABP2	HGFAL	
HABP2	FSAP	
HABP4	IHABP4	
HABP4	SERBP1L	
HACD1	CAP	PTPLA
HACD3	B-ind1	PTPLAD1
HACD3	HSPC121	PTPLAD1
HACD4	Em:AL662879.1	PTPLAD2
HACD4	OTTHUMG00000021016	PTPLAD2
HACE1	KIAA1320	
HACL1	2-HPCL	HPCL
HACL1	PHYH2	HPCL
HADH	HADH1	HADHSC
HADH	SCHAD	HADHSC
HADHA	GBP	
HADHA	LCEH	
HADHA	LCHAD	
HADHA	MTPA	
HADHB	MTPB	
HAGH	GLO2	
HAGH	GLXII	
HAGH	HAGH1	
HAGHL	MGC2605	
HAGLR	Mdgt	HOXD-AS1
HAMP	LEAP-1	
HAMP	HEPC	
HAMP	HFE2B	
HAMP	LEAP1	
HAND1	eHand	
HAND1	Thing1	
HAND1	Hxt	
HAND1	bHLHa27	
HAND2	dHand	
HAND2	Thing2	
HAND2	Hed	
HAND2	bHLHa26	
HAND2-AS1	DEIN	
HAND2-AS1	NBLA00301	
HAND2-AS1	FLJ11539	
HAO1	GOX	GOX1
HAO2	HAOX2	
HAO2	GIG16	
HAP1	HLP	HAP2
HAP1	hHLP1	HAP2
HAP1	HIP5	HAP2
HAPLN2	BRAL1	
HAPLN3	HsT19883	EXLD1
HAPLN4	BRAL2	
HAPLN4	KIAA1926	
HAR1A	HAR1F	
HAR1A	NCRNA00064	
HAR1A	LINC00064	
HAR1B	HAR1R	
HAR1B	NCRNA00065	
HAR1B	LINC00065	
HARBI1	FLJ32675	C11orf77
HARS2	HO3	HARSL
HARS2	HARSR	HARSL
HAS2-AS1	HASNT	HAS2AS
HAS2-AS1	HASNT	HAS2-AS
HAS2-AS1	NCRNA00077	HAS2AS
HAS2-AS1	NCRNA00077	HAS2-AS
HAT1	KAT1	
HAUS1	HEI-C	CCDC5
HAUS1	HsT1461	CCDC5
HAUS1	FLJ40084	CCDC5
HAUS2	FLJ10460	C15orf25
HAUS2	FLJ10460	CEP27
HAUS2	HsT17025	C15orf25
HAUS2	HsT17025	CEP27
HAUS3	MGC4701	C4orf15
HAUS3	IT1	C4orf15
HAUS3	dgt3	C4orf15
HAUS4	FLJ20424	C14orf94
HAUS5	dgt5	KIAA0841
HAUS6	FLJ20060	FAM29A
HAUS6	KIAA1574	FAM29A
HAUS6	dgt6	FAM29A
HAUS7	UIP1	UCHL5IP
HAUS8	MGC20533	HICE1
HAUS8	NY-SAR-48	HICE1
HAVCR1	HAVCR-1	
HAVCR1	TIM-1	
HAVCR1	TIM1	
HAVCR1	HAVCR	
HAVCR1	TIMD1	
HAVCR2	Tim-3	
HAVCR2	TIM3	
HAVCR2	FLJ14428	
HAVCR2	TIMD3	
HAX1	HS1BP1	
HAX1	HCLSBP1	
HBA1	HBA-T3	
HBA2	HBA-T2	
HBAP1	HBA-T1	
HBAP1	HBA3	
HBAP1	HBA3P	
HBB	CD113t-C	
HBB	HBD	
HBB	beta-globin	
HBBP1	HBH1	
HBBP1	HBHP	
HBE1	HBE	
HBG1	HBG-T2	
HBG2	HBG-T1	
HBM	HBK	HBAP2
HBQ1	HBQ	
HBS1L	ERFS	
HBS1L	HBS1	
HBS1L	HSPC276	
HBS1L	KIAA1038	
HBS1L	DKFZp434g247	
HBS1L	EF-1a	
HBS1L	eRF3c	
HBZ	HBZ1	
HBZ	HBZ-T1	
HBZP1	HBZ-T2	HBZP
HBZP1	HBZ2	HBZP
HBZP1	HBZ2P	HBZP
HCAR1	HCA1	GPR104
HCAR1	HCA1	GPR81
HCAR1	FKSG80	GPR104
HCAR1	FKSG80	GPR81
HCAR1	TA-GPCR	GPR104
HCAR1	TA-GPCR	GPR81
HCAR1	LACR1	GPR104
HCAR1	LACR1	GPR81
HCAR2	HCA2	GPR109A
HCAR2	HM74A	GPR109A
HCAR2	PUMAG	GPR109A
HCAR2	Puma-g	GPR109A
HCAR2	NIACR1	GPR109A
HCAR3	HCA3	GPR109B
HCAR3	HM74	GPR109B
HCCAT5	HTA	
HCCAT5	FJ222407	
HCCS	CCHL	MLS
HCFC1	HCF-1	HFC1
HCFC1	HCF-1	MRX3
HCFC1	HCF1	HFC1
HCFC1	HCF1	MRX3
HCFC1	CFF	HFC1
HCFC1	CFF	MRX3
HCFC1	VCAF	HFC1
HCFC1	VCAF	MRX3
HCFC1	MGC70925	HFC1
HCFC1	MGC70925	MRX3
HCFC1	PPP1R89	HFC1
HCFC1	PPP1R89	MRX3
HCFC1R1	HPIP	
HCFC1R1	FLJ20568	
HCFC2	HCF-2	
HCG4	HCGIV-10	HCG4P10
HCG4	HCGIV.9	HCG4P10
HCG4B	HCGIV-6	HCG4P6
HCG4B	HCGIV.5	HCG4P6
HCG4B	HCGIV-06	HCG4P6
HCG4B	bCX67J3.3	HCG4P6
HCG4B	Em:AB023056.16	HCG4P6
HCG4B	bPG309N1.1	HCG4P6
HCG4B	bQB90C11.3	HCG4P6
HCG4P1	HCGIV-01	
HCG4P2	HCGIV-02	
HCG4P3	HCGIV-03	
HCG4P3	HCGIV.2	
HCG4P3	HCGIV-3	
HCG4P4	HCGIV-04	
HCG4P4	HCGIV.3	
HCG4P4	HCGIV-4	
HCG4P5	HCGIV-05	
HCG4P5	HCGIV.4	
HCG4P5	HCGIV-5	
HCG4P7	HCGIV-07	
HCG4P7	HCGIV.C	
HCG4P7	HCGIV-7	
HCG4P8	HCGIV-08	
HCG4P8	HCGIV.7	
HCG4P8	HCGIV-8	
HCG4P9	HCGIV-09	
HCG4P9	HCGIV-9	
HCG4P11	HCGIV-11	
HCG4P11	HCGIV.10	
HCG8	HCGVIII	
HCG8	HCGVIII-1	
HCG9	PERB11	
HCG9	HCGIX	
HCG9	HCGIX4	
HCG9	HCGIX-4	
HCG9P1	HCGIX-1	
HCG9P2	HCGIX-2	
HCG9P3	HCGIX-3.2	
HCG9P5	HCGIX-5	
HCG9P5	dJ377H14.6	
HCG11	bK14H9.3	
HCG11	FLJ14049	
HCG11	FLJ30357	
HCG13P	dJ193B12.5	
HCG14	dJ111M5.4	
HCG15	dJ25J6.6	
HCG16	dJ25J6.7	
HCG17	NCRNA00046	
HCG17	LINC00046	
HCG18	FLJ31598	
HCG18	FLJ25550	
HCG18	Em:AB014087.1	
HCG19P	AB014085.4	
HCG20	AB023051.1	
HCG20	NCRNA00149	
HCG21	AB023048.2	
HCG21	NCRNA00150	
HCG22	FLJ37114	
HCG22	PBMUCL2	
HCG23	dJ1077I5.3	
HCG24	dJ1033B10.15	
HCG25	dJ1033B10.16	
HCG26	bPG181B23.4	
HCG26	bCX205D4.4	
HCG26	NCRNA00191	
HCG27	bPG299F13.9	
HCG27	bCX101P6.9	
HCG27	bQB115I13.2	
HCG27	FLJ40123	
HCK	JTK9	
HCL2	RHA	
HCLS1	HS1	
HCLS1	CTTNL	
HCN1	BCNG-1	BCNG1
HCN1	HAC-2	BCNG1
HCN2	BCNG-2	BCNG2
HCN2	HAC-1	BCNG2
HCN3	KIAA1535	
HCP5	D6S2650E	
HCP5	P5-1	
HCP5B	P5-10	HCP5P10
HCP5B	P5.9	HCP5P10
HCRT	PPOX	
HCRT	OX	
HCRTR1	OX1R	
HCRTR2	OX2R	
HCST	DAP10	PIK3AP
HCST	DKFZP586C1522	PIK3AP
HCST	KAP10	PIK3AP
HDAC1	HD1	RPD3L1
HDAC1	GON-10	RPD3L1
HDAC2	RPD3	
HDAC2	YAF1	
HDAC3	RPD3	
HDAC3	HD3	
HDAC3	RPD3-2	
HDAC4	KIAA0288	BDMR
HDAC4	HDAC-A	BDMR
HDAC4	HDACA	BDMR
HDAC4	HD4	BDMR
HDAC4	HA6116	BDMR
HDAC4	HDAC-4	BDMR
HDAC5	KIAA0600	
HDAC5	NY-CO-9	
HDAC5	FLJ90614	
HDAC6	KIAA0901	
HDAC6	JM21	
HDAC6	HD6	
HDAC6	FLJ16239	
HDAC6	PPP1R90	
HDAC7	DKFZP586J0917	HDAC7A
HDAC8	RPD3	HDACL1
HDAC8	RPD3	WTS
HDAC8	RPD3	MRXS6
HDAC9	KIAA0744	
HDAC9	HDAC	
HDAC9	MITR	
HDAC9	HD7	
HDAC9	HDAC7B	
HDAC10	DKFZP761B039	
HDDC2	CGI-130	C6orf74
HDDC2	dJ167O5.2	C6orf74
HDDC3	MGC45386	
HDGF	HMG1L2	
HDGFL1	dJ309H15.1	PWWP1
HDHD2	DKFZP564D1378	
HDHD3	MGC12904	C9orf158
HDLBP	HBP	VGL
HDX	FLJ30678	CXorf43
HEATR1	FLJ10359	
HEATR1	BAP28	
HEATR1	UTP10	
HEATR3	FLJ20718	
HEATR4	MGC48595	
HEATR5A	DKFZP434I1735	C14orf125
HEATR5B	KIAA1414	
HEATR5B	DKFZp686P15184	
HEATR6	ABC1	
HEATR6	FLJ22087	
HEATR9	FLJ32830	C17orf66
HEBP1	HEBP	
HEBP1	HBP	
HEBP2	SOUL	C6orf34
HECA	HDCL	
HECA	hHDC	
HECA	HDC	
HECA	dJ225E12.1	
HECTD1	KIAA1131	
HECTD2	FLJ37306	
HECTD3	FLJ21156	
HECTD4	FLJ34154	C12orf51
HECTD4	KIAA0614	C12orf51
HECW1	KIAA0322	
HECW1	NEDL1	
HECW2	KIAA1301	
HECW2	NEDL2	
HEG1	KIAA1237	
HEG1	HEG	
HEIH	LINC-HEIH	
HEIH	lncRNA-HEIH	
HEIH	LINC00848	
HEIH	HCCAT2	
HELLPAR	LINC-HELLP	
HELLS	PASG	
HELLS	SMARCA6	
HELLS	LSH	
HELLS	Nbla10143	
HELQ	Hel308	
HELT	HESL	
HELT	HCM1228	
HELT	Mgn	
HELT	bHLHb44	
HELT	MEGANE	
HELZ	KIAA0054	
HELZ	HUMORF5	
HELZ	DHRC	
HELZ2	PDIP1	
HELZ2	PRIC285	
HELZ2	KIAA1769	
HEMGN	EDAG	
HEMGN	CT155	
HEMGN	NDR	
HEMK1	MTQ1	
HENMT1	FLJ30525	C1orf59
HENMT1	HEN1	C1orf59
HEPACAM	FLJ25530	
HEPACAM	hepaCAM	
HEPACAM	GLIALCAM	
HEPACAM2	FLJ38683	
HEPH	KIAA0698	
HEPH	CPL	
HEPHL1	DKFZp686F22190	
HERC1	p532	
HERC1	p619	
HERC2	jdf2	
HERC2	p528	
HERC2	D15F37S1	
HERC2P1	D15F37S2	
HERC2P2	D15F37S3	
HERC2P3	D15F37S4	
HERC2P3	LOC283755	
HERC2P4	D16F37S5	
HERC2P5	D16F37S6	
HERC2P9	FLJ59185	
HERC3	KIAA0032	
HERC4	DKFZP564G092	
HERC4	KIAA1593	
HERC5	CEB1	
HERC6	FLJ20637	
HERPUD1	KIAA0025	
HERPUD1	Mif1	
HERPUD1	HERP	
HERPUD1	SUP	
HERPUD2	FLJ22313	
HES1	FLJ20408	HRY
HES1	HES-1	HRY
HES1	Hes1	HRY
HES1	bHLHb39	HRY
HES2	bHLHb40	
HES3	bHLHb43	
HES4	bHLHb42	
HES5	bHLHb38	
HES6	bHLHb41	
HES7	bHLHb37	
HESX1	RPX	
HESX1	ANF	
HEXA-AS1	FLJ13315	C15orf34
HEXDC	FLJ23825	
HEXIM1	CLP-1	
HEXIM1	HIS1	
HEXIM1	MAQ1	
HEXIM1	EDG1	
HEXIM2	FLJ32384	
HEY1	HESR-1	
HEY1	CHF2	
HEY1	HESR1	
HEY1	HRT-1	
HEY1	CHF-2	
HEY1	HERP2	
HEY1	bHLHb31	
HEY2	bHLHb32	
HEY2	HERP1	
HEY2	HESR2	
HEYL	bHLHb33	
HEYL	HEY3	
HEYL	HESR3	
HFE	HLA-H	
HFE2	JH	
HFE2	HFE2A	
HFE2	RGMC	
HFE2	HJV	
HFE2	hemojuvelin	
HFE2	haemojuvelin	
HFM1	MER3	SEC63D1
HFM1	FLJ39011	SEC63D1
HFM1	FLJ36760	SEC63D1
HGD	HGO	AKU
HGF	SF	DFNB39
HGF	F-TCF	DFNB39
HGF	HGFB	DFNB39
HGF	HPTA	DFNB39
HGFAC	HGFAP	
HGFAC	HGFA	
HGH1	FLJ40907	C8orf30A
HGH1	FLJ40907	FAM203B
HGH1	FLJ40907	C8orf30B
HGH1	FLJ40907	FAM203A
HGH1	LOC51236	C8orf30A
HGH1	LOC51236	FAM203B
HGH1	LOC51236	C8orf30B
HGH1	LOC51236	FAM203A
HGS	Hrs	
HGS	ZFYVE8	
HGS	Vps27	
HGSNAT	FLJ32731	TMEM76
HGSNAT	HGNAT	TMEM76
HHAT	FLJ10724	
HHAT	MART-2	
HHAT	MART2	
HHAT	Skn	
HHAT	ski	
HHAT	rasp	
HHAT	sit	
HHAT	GUP2	
HHATL	KIAA1173	C3orf3
HHATL	KIAA1173	GUP1
HHATL	OACT3	C3orf3
HHATL	OACT3	GUP1
HHATL	MSTP002	C3orf3
HHATL	MSTP002	GUP1
HHATL	MBOAT3	C3orf3
HHATL	MBOAT3	GUP1
HHEX	HEX	PRHX
HHEX	HOX11L-PEN	PRHX
HHIP	HIP	
HHIP	FLJ20992	
HHIPL2	FLJ13840	KIAA1822L
HHLA2	B7H7	
HHLA2	B7-H5	
HIBADH	NS5ATP1	
HIC1	ZBTB29	
HIC1	ZNF901	
HIC2	KIAA1020	
HIC2	HRG22	
HIC2	ZBTB30	
HIC2	ZNF907	
HID1	DMC1	C17orf28
HID1	HID-1	C17orf28
HIF1A	MOP1	
HIF1A	HIF-1alpha	
HIF1A	PASD8	
HIF1A	HIF1	
HIF1A	bHLHe78	
HIF1A-AS1	5'aHIF-1A	
HIF1A-AS2	3'aHIF-1A	
HIF1A-AS2	aHIF	
HIF1AN	FLJ20615	
HIF1AN	DKFZp762F1811	
HIF1AN	FLJ22027	
HIF1AN	FIH1	
HIF3A	IPAS	
HIF3A	MOP7	
HIF3A	PASD7	
HIF3A	bHLHe17	
HIGD1A	HIG1	
HIGD1A	DKFZP564K247	
HIGD1B	CLST11240	
HIGD1B	CLST11240-15	
HIGD1C	Gm921	
HIGD2A	MGC2198	
HILPDA	FLJ21076	C7orf68
HILPDA	HIG-2	C7orf68
HILPDA	HIG2	C7orf68
HINFP	DKFZP434F162	MIZF
HINFP	HiNF-P	MIZF
HINFP	ZNF743	MIZF
HINT1	PKCI-1	PRKCNH1
HINT1	PKCI-1	HINT
HINT1P1	HINTP1	
HINT3	FLJ33126	
HIP1	ILWEQ	
HIP1R	KIAA0655	
HIP1R	HIP3	
HIP1R	HIP12	
HIP1R	FLJ14000	
HIP1R	ILWEQ	
HIPK1	KIAA0630	
HIPK1	Myak	
HIPK1	MGC26642	
HIPK1	Nbak2	
HIPK1	MGC33446	
HIPK1	MGC33548	
HIPK3	PKY	
HIPK3	DYRK6	
HIPK3	YAK1	
HIPK3	FIST3	
HIPK4	FLJ32818	
HIRA	DGCR1	TUPLE1
HIRA	TUP1	TUPLE1
HIST1H1A	H1.1	H1F1
HIST1H1A	H1a	H1F1
HIST1H1B	H1.5	H1F5
HIST1H1B	H1b	H1F5
HIST1H1B	H1s-3	H1F5
HIST1H1C	H1.2	H1F2
HIST1H1C	H1s-1	H1F2
HIST1H1C	H1c	H1F2
HIST1H1D	H1.3	H1F3
HIST1H1D	H1d	H1F3
HIST1H1D	H1s-2	H1F3
HIST1H1E	H1.4	H1F4
HIST1H1E	H1e	H1F4
HIST1H1E	H1s-4	H1F4
HIST1H1PS1	dJ34B20.16	
HIST1H1PS1	FLJ39701	
HIST1H1PS1	H1F6P	
HIST1H1PS2	pH3/e	H3FEP
HIST1H1T	H1t	H1FT
HIST1H2AA	bA317E16.2	
HIST1H2AA	H2AFR	
HIST1H2AB	H2A/m	H2AFM
HIST1H2AD	H2A/g	H2AFG
HIST1H2AD	H2A.3	H2AFG
HIST1H2AE	H2A/a	H2AFA
HIST1H2AE	H2A.1	H2AFA
HIST1H2AG	pH2A/f	H2AFP
HIST1H2AG	H2A/p	H2AFP
HIST1H2AG	H2A.1b	H2AFP
HIST1H2AH	H2AFALii	
HIST1H2AH	dJ86C11.1	
HIST1H2AH	H2A/S	
HIST1H2AI	H2A/c	H2AFC
HIST1H2AJ	H2A/E	H2AFE
HIST1H2AK	H2A/d	H2AFD
HIST1H2AL	H2A/i	H2AFI
HIST1H2AL	dJ193B12.9	H2AFI
HIST1H2AM	H2A/n	H2AFN
HIST1H2AM	H2A.1	H2AFN
HIST1H2APS1	bA317E16.5	
HIST1H2APS1	H2AFSP	
HIST1H2APS2	dJ139G21.2	H2AFTP
HIST1H2APS2	H2A/T	H2AFTP
HIST1H2APS3	dJ34B20.8	
HIST1H2APS3	H2AFUP	
HIST1H2APS4	pH2A/k	H2AFK
HIST1H2APS4	pH2A/k	H2AFKP
HIST1H2APS4	dJ34B20.2	H2AFK
HIST1H2APS4	dJ34B20.2	H2AFKP
HIST1H2APS5	pH2A/f	H2AFFP
HIST1H2BA	bA317E16.3	
HIST1H2BA	STBP	
HIST1H2BA	TSH2B	
HIST1H2BA	H2BFU	
HIST1H2BB	H2B/f	H2BFF
HIST1H2BC	H2B/l	H2BFL
HIST1H2BC	H2B.1	H2BFL
HIST1H2BD	H2B/b	H2BFB
HIST1H2BE	H2B/h	H2BFH
HIST1H2BE	H2B.h	H2BFH
HIST1H2BF	H2B/g	H2BFG
HIST1H2BG	H2B/a	H2BFA
HIST1H2BG	H2B.1A	H2BFA
HIST1H2BH	H2B/j	H2BFJ
HIST1H2BI	H2B/k	H2BFK
HIST1H2BJ	H2B/r	H2BFR
HIST1H2BK	H2BFAiii	H2BFT
HIST1H2BL	H2B/c	H2BFC
HIST1H2BL	dJ97D16.4	H2BFC
HIST1H2BM	H2B/e	H2BFE
HIST1H2BM	dJ160A22.3	H2BFE
HIST1H2BN	H2B/d	H2BFD
HIST1H2BO	H2B/n	H2BFN
HIST1H2BO	H2B.2	H2BFN
HIST1H2BPS1	bA317E16.4	
HIST1H2BPS1	H2BFVP	
HIST1H2BPS2	pH2B/i	H2BFIP
HIST1H3A	H3/A	H3FA
HIST1H3B	H3/l	H3FL
HIST1H3C	H3/c	H3FC
HIST1H3C	H3.1	H3FC
HIST1H3D	H3/b	H3FB
HIST1H3E	H3/d	H3FD
HIST1H3E	H3.1	H3FD
HIST1H3F	H3/i	H3FI
HIST1H3G	H3/h	H3FH
HIST1H3H	H3/k	H3FK
HIST1H3H	H3F1K	H3FK
HIST1H3I	H3/f	H3FF
HIST1H3I	H3.f	H3FF
HIST1H3J	H3/j	H3FJ
HIST1H3PS1	dJ45P21.6	
HIST1H3PS1	H3F3AP1	
HIST1H4B	H4/I	H4FI
HIST1H4C	H4/g	H4FG
HIST1H4C	dJ221C16.1	H4FG
HIST1H4D	H4/b	H4FB
HIST1H4E	H4/j	H4FJ
HIST1H4F	H4/c	H4FC
HIST1H4F	H4	H4FC
HIST1H4G	H4/l	H4FL
HIST1H4H	H4/h	H4FH
HIST1H4I	H4/m	H4FM
HIST1H4J	H4/e	H4FE
HIST1H4J	H4F2iv	H4FE
HIST1H4K	H4/d	H4FD
HIST1H4K	H4F2iii	H4FD
HIST1H4K	dJ160A22.1	H4FD
HIST1H4L	H4.k	H4FK
HIST1H4L	H4/k	H4FK
HIST1H4PS1	pH4/f	H4FFP
HIST1H4PS1	dJ97D16.3	H4FFP
HIST2H2AA3	H2A.2	H2AFO
HIST2H2AA3	H2A.2	HIST2H2AA
HIST2H2AA3	H2A/q	H2AFO
HIST2H2AA3	H2A/q	HIST2H2AA
HIST2H2AA4	H2A/r	
HIST2H2AC	H2A/q	H2A
HIST2H2AC	H2A/q	H2AFQ
HIST2H2BC	H2B/t	
HIST2H2BD	H2B/s	H2BFO
HIST2H2BD	H2B/o	H2BFO
HIST2H2BE	H2B/q	H2B
HIST2H2BE	H2B/q	H2BFQ
HIST2H2BE	H2B.1	H2B
HIST2H2BE	H2B.1	H2BFQ
HIST2H3A	H3/n	
HIST2H3A	H3/o	
HIST2H3C	MGC9629	H3F2
HIST2H3C	MGC9629	H3FM
HIST2H3C	H3/m	H3F2
HIST2H3C	H3/m	H3FM
HIST2H3C	H3	H3F2
HIST2H3C	H3	H3FM
HIST2H3C	H3.2	H3F2
HIST2H3C	H3.2	H3FM
HIST2H3C	H3/M	H3F2
HIST2H3C	H3/M	H3FM
HIST2H3DP1	p05	
HIST2H3PS2	p06	
HIST2H4B	H4/o	
HIST3H2A	MGC3165	
HIST3H3	H3t	H3FT
HIST3H3	H3/g	H3FT
HIST3H3	H3.4	H3FT
HIST4H4	MGC24116	
HIVEP1	CIRIP	ZNF40
HIVEP1	MBP-1	ZNF40
HIVEP1	CRYBP1	ZNF40
HIVEP1	PRDII-BF1	ZNF40
HIVEP1	ZAS1	ZNF40
HIVEP1	Schnurri-1	ZNF40
HIVEP1	ZNF40A	ZNF40
HIVEP2	MBP-2	
HIVEP2	HIV-EP2	
HIVEP2	MIBP1	
HIVEP2	ZAS2	
HIVEP2	Schnurri-2	
HIVEP2	ZNF40B	
HIVEP3	KRC	
HIVEP3	KBP1	
HIVEP3	KBP-1	
HIVEP3	SHN3	
HIVEP3	FLJ16752	
HIVEP3	KIAA1555	
HIVEP3	ZAS3	
HIVEP3	Schnurri-3	
HIVEP3	ZNF40C	
HJURP	DKFZp762E1312	
HJURP	URLC9	
HJURP	hFLEG1	
HJURP	FAKTS	
HKDC1	FLJ37767	
HKDC1	FLJ22761	
HKR1	ZNF875	
