"GLA_genenames"	"GLA_pvalue"
"MAGED2"	0.714799837
"GPR83"	0.699118668
"HDAC5"	0.695053105
"TUBB6"	0.813905739
"FGGY"	0.198464052
"EHD1"	0.846766748
"CARM1"	0.786292382
"TSHR"	0.301483864
"C18orf8"	0.644155944
"TOMM70A"	0.500441176
"CHTOP"	0.586280127
"NCF2"	0.183916973
"LRIT3"	0.650152165
"LACE1"	0.328328738
"LPCAT1"	0.805027574
"DDI1"	0.612297283
"GSTM2"	0.495884395
"MIOX"	0.641304636
"DHRS9"	0.209549632
"SLC5A4"	0.224815155
"CES2"	0.292118056
"ZFAND1"	0.272721609
"NUMBL"	0.760760825
"ACAP1"	0.637515319
"NDE1"	0.300346712
"PWWP2A"	0.751378676
"TNIP1"	0.282052696
"SLC38A1"	0.685124081
"ARFIP1"	0.574873366
"PKDCC"	0.634355596
"DAK"	0.380379902
"PELI3"	0.79592116
"ZP1"	0.34026348
"TGM2"	0.431823938
"PDXDC1"	0.453878166
"TMEM43"	0.695938011
"RBM12B"	0.779111009
"NUCKS1"	0.516214767
"IYD"	0.536703942
"TMX2"	0.475447815
"TAB2"	0.550695466
"TTYH2"	0.527883476
"DAPP1"	0.514965788
"PTPN1"	0.676137153
"ZNF219"	0.795793505
"JAKMIP1"	0.791787173
"MBNL3"	0.544643587
"RTN4"	0.756271957
"HPSE"	0.116139706
"PAPOLB"	0.766805556
"FBXL20"	0.636536969
"WNT3A"	0.761607435
"SLC37A4"	0.645963031
"MEIS2"	0.729730903
"UQCR10"	0.408272059
"PJA1"	0.794521038
"MYZAP"	0.625671977
"PTPN5"	0.775858354
"PRICKLE4"	0.685916565
"EFHC2"	0.725071487
"ZSCAN20"	0.694110498
"SLC2A13"	0.711753983
"PPP2R3B"	0.815430964
"ADORA3"	0.577513276
"QPCTL"	0.602686377
"LRRC8D"	0.808151042
"THOC6"	0.38663654
"MAEA"	0.767307496
"GARS"	0.63396344
"MGAT5"	0.274267259
"ZNF217"	0.838208742
"STOX1"	0.295249694
"UAP1"	0.431230596
"MPP3"	0.634801368
"HS6ST3"	0.729156965
"ARL8A"	0.528051471
"RABGEF1"	0.69517259
"TFAP2A"	0.766524714
"UCN2"	0.660545854
"NLGN4Y"	0.678641238
"ANKRD33"	0.718846507
"RAD23B"	0.586140727
"ARPC1B"	0.674473039
"LPXN"	0.625853248
"CHM"	0.518553411
"PPP3CA"	0.478491626
"KCNQ4"	0.78822355
"PAX6"	0.69221201
"WAS"	0.70618413
"ELP4"	0.663285335
"LCE4A"	0.497778288
"ZNF746"	0.693681577
"PSMD14"	0.52621681
"MAP7D2"	0.643483967
"ZNF131"	0.707828329
"C4orf17"	0.564167688
"RNF139"	0.772432087
"PVRIG"	0.274036969
"C9orf50"	0.628302696
"PRKAR1A"	0.6407981
"NKRF"	0.766918913
"LAT2"	0.560535641
"TAP1"	0.68396344
"NKD1"	0.750108252
"HSD17B7"	0.571185151
"BAIAP2"	0.568290952
"DAP3"	0.283718852
"GSK3B"	0.413483967
"PTDSS1"	0.319587418
"RHOBTB3"	0.450535131
"MRPL39"	0.482899816
"PPP1R18"	0.773107639
"FBXO28"	0.564863664
"BOLL"	0.235601001
"SMPD4"	0.151301062
"EHMT1"	0.323762255
"CBLL1"	0.663491115
"CNP"	0.747690462
"NMS"	0.440757251
"KCNIP3"	0.596741217
"C6orf10"	0.220191483
"ITFG2"	0.728722426
"F2"	0.687291156
"RADIL"	0.875566279
"ATAT1"	0.639642565
"PSMC1"	0.643516646
"YME1L1"	0.619380106
"MORF4L1"	0.581881638
"ATP1B4"	0.610175654
"IBSP"	0.600278799
"ADCYAP1R1"	0.692468852
"NOC2L"	0.328183721
"HNRNPU"	0.172511744
"ZIC1"	0.849529718
"CCNI2"	0.28373366
"RPS3A"	0.563982843
"CDC25C"	0.42592933
"STIM1"	0.62666105
"DSE"	0.707610805
"RAVER1"	0.865302288
"SHOC2"	0.677040952
"PATZ1"	0.852209457
"GPR137C"	0.63926777
"ETNK1"	0.552158905
"MIOS"	0.560891033
"FADS2"	0.71961346
"CD207"	0.218507455
"LCAT"	0.704705372
"LRRC6"	0.278334865
"CHAF1B"	0.759517974
"HPD"	0.447324857
"KIR3DL1"	0.691276042
"PPAT"	0.689256025
"ASMTL"	0.861375102
"CDH20"	0.789446487
"LAMP1"	0.72262357
"ACVR2B"	0.766796875
"HSPA6"	0.858114788
"TSPYL1"	0.75319904
"DHX38"	0.574388276
"FAM3C"	0.483896548
"USP26"	0.794237132
"CKAP2L"	0.318259293
"CCNT2"	0.620428411
"SRC"	0.786944955
"PLEKHA5"	0.469405127
"STAC"	0.653205678
"HCRTR1"	0.622801777
"ZNRF3"	0.772472426
"TNPO1"	0.313757149
"SLC30A5"	0.579183007
"VLDLR"	0.584929024
"FOXK1"	0.836265829
"PTCHD1"	0.852173713
"TBP"	0.586140727
"TRPV6"	0.327734886
"FMO3"	0.147758885
"CDC123"	0.331746324
"CHKA"	0.645347733
"FOLH1"	0.530018893
"TMEM176B"	0.546457312
"TRMT11"	0.233778084
"LHX8"	0.613635621
"TCP10L2"	0.601708027
"PDE6D"	0.463482435
"NFKBIZ"	0.532008783
"HPSE2"	0.265113358
"FKBP5"	0.374107435
"TNFRSF11A"	0.767556168
"DPYSL5"	0.812832414
"LMOD3"	0.624644608
"IL13RA2"	0.601708027
"EXOSC1"	0.390201695
"ANKRD32"	0.267654208
"SHOX2"	0.679307598
"ANKMY2"	0.506709048
"ADK"	0.557515319
"KHDRBS2"	0.610957925
"NR2E1"	0.71358558
"CDC25A"	0.655459048
"MBTD1"	0.601313828
"MSI1"	0.243720384
"WIPI2"	0.750285437
"FGFRL1"	0.832676164
"CDYL2"	0.762001123
"FLVCR2"	0.738768382
"ZRSR2"	0.705667382
"DMP1"	0.565846099
"KLHL11"	0.827931985
"CCDC64"	0.471000306
"MAGEE1"	0.88567402
"IRF1"	0.585811377
"FZD2"	0.881328125
"ZNF841"	0.836424122
"SEC22A"	0.394705882
"RGL4"	0.612916667
"KCNA3"	0.851838746
"ZFX"	0.80995864
"KDSR"	0.604838133
"SEC31A"	0.115391646
"ABHD11"	0.583586091
"CENPP"	0.526503779
"IL23R"	0.693981822
"ZNF606"	0.767342729
"RANGAP1"	0.760217014
"FNTB"	0.696390931
"TLR7"	0.831341912
"APOBEC3F"	0.662737439
"DRD5"	0.758957312
"AKAP17A"	0.868979269
"PTGR1"	0.480383987
"SPPL3"	0.639585376
"ALOXE3"	0.331344465
"RRP8"	0.252230903
"JPH1"	0.868748468
"PPA1"	0.291569649
"DCHS1"	0.95779616
"GABRG1"	0.641911765
"UGDH"	0.663405331
"PLEKHA4"	0.22279565
"COQ3"	0.460103145
"COL11A2"	0.25478656
"ECSIT"	0.498887357
"FIG4"	0.081383783
"THRB"	0.704199346
"DPP9"	0.698885315
"HNF1A"	0.69146395
"LTBP1"	0.59047692
"PCYOX1L"	0.730022467
"SEMA7A"	0.686875511
"MECR"	0.591949551
"IGF2BP3"	0.751628881
"HSDL2"	0.597539318
"TNPO2"	0.729765114
"DDX39A"	0.74980239
"ZNF23"	0.607031761
"FBXO30"	0.760093444
"RAB24"	0.558765829
"MAP2K6"	0.592959048
"CAPN11"	0.60731107
"ZBED1"	0.886254085
"GAB4"	0.768144914
"SLC5A8"	0.578050449
"MMP17"	0.730339563
"CHML"	0.731820364
"LYN"	0.694164624
"PRSS48"	0.5924423
"MGST1"	0.661936785
"LPL"	0.700652063
"COX6B1"	0.645010212
"HDAC10"	0.629367341
"SURF2"	0.370366115
"SLC16A6"	0.735726614
"ABHD1"	0.40549326
"KRT33A"	0.619031863
"HYAL3"	0.43603605
"RAP1GAP2"	0.817193627
"PLGRKT"	0.649081393
"FRG1"	0.507375919
"SLC19A2"	0.626792279
"MRPL1"	0.574466401
"GPR37"	0.825757761
"IFNW1"	0.566096303
"GDPD1"	0.557341708
"TPRA1"	0.677075163
"UST"	0.652123672
"CACNA1G"	0.802867647
"FBXO32"	0.632663909
"CXorf22"	0.734779922
"RAD17"	0.355425858
"SP1"	0.781327614
"ANGPTL2"	0.777098652
"CHRNA7"	0.80564951
"CCNA2"	0.672346303
"TIGD3"	0.769808007
"SPAG11B"	0.56221252
"SLITRK4"	0.801670241
"ARR3"	0.62487694
"RRP15"	0.545030637
"KLHL34"	0.864188113
"MID1"	0.813726511
"ZMYND19"	0.53847018
"MMP7"	0.204271344
"PLCG1"	0.550925756
"NAP1L1"	0.586551777
"PON2"	0.421475694
"LGI1"	0.705138889
"PPP1R16B"	0.784203942
"KCNIP1"	0.526965891
"CEP135"	0.218060662
"ZFAND2A"	0.551138174
"PODXL2"	0.697337623
"CACNB3"	0.753855188
"PRDM8"	0.751762663
"KSR1"	0.244568525
"CBWD2"	0.593723958
"SYT3"	0.816853043
"SYT16"	0.778872038
"ZNF678"	0.503460989
"C1orf159"	0.638111213
"RAB11FIP4"	0.772891136
"SCFD1"	0.326646242
"PRCC"	0.68618413
"ANKRD30B"	0.816957721
"HAUS8"	0.598813317
"FSTL5"	0.270997753
"PRICKLE3"	0.823212316
"OLFML3"	0.66976971
"FEZ1"	0.418892463
"KLHL18"	0.806001838
"MYLK3"	0.523425245
"LY86"	0.670085784
"HTN3"	0.595231822
"TMCC1"	0.757595997
"PRDM11"	0.719560355
"ELOF1"	0.542777778
"LRRC56"	0.654881025
"NBPF16"	0.750772059
"MTF2"	0.479307598
"AFF2"	0.307977941
"LRRN1"	0.791073836
"BAG3"	0.786878064
"HBS1L"	0.211246936
"LMOD1"	0.752495404
"SERPINH1"	0.788019301
"IFNAR2"	0.451908701
"HNRNPAB"	0.574231516
"CRYZ"	0.418856209
"CSTB"	0.371083538
"ZNF365"	0.658770425
"CD44"	0.258801573
"PDCD7"	0.594875919
"STAU1"	0.733224571
"PPP2R5B"	0.71446538
"ABHD5"	0.450195057
"PHKA1"	0.285717422
"SHMT1"	0.721740707
"CBFA2T3"	0.702304943
"MORN1"	0.385991115
"SIM2"	0.795005617
"PREB"	0.602659824
"XRCC6"	0.735283395
"SASH3"	0.669050756
"CPSF4"	0.621305658
"USP1"	0.737147672
"NTN3"	0.740841503
"GPR39"	0.610010212
"TBC1D5"	0.217614379
"FRS3"	0.736155535
"SPTLC1"	0.252551062
"CDH7"	0.701345486
"GAS2L2"	0.323202104
"HIST1H2AA"	0.693500306
"EYA1"	0.5473029
"FAM126A"	0.664474571
"UBXN4"	0.456902574
"ARNTL"	0.731025837
"KREMEN1"	0.602618464
"FAM49B"	0.538257761
"ZNF461"	0.238891953
"ITGA2B"	0.644054841
"TDG"	0.610198632
"POM121C"	0.839096201
"ZNF500"	0.672866626
"RTN1"	0.80756587
"ATE1"	0.450186887
"CRYBA2"	0.452304432
"EIF5"	0.647560253
"RLIM"	0.737395833
"ALDH1A2"	0.671265319
"IL10RA"	0.715275735
"ATP6V1D"	0.372706801
"RPL10"	0.550988562
"HLCS"	0.820076083
"TRIM36"	0.416230086
"ABHD8"	0.804293301
"PGBD4"	0.682200776
"SOX30"	0.653631025
"ZNF600"	0.396777982
"ALG1"	0.748104065
"SLC16A14"	0.75419424
"EXOC3L2"	0.734313725
"EIF3L"	0.736222937
"PDE7A"	0.681828023
"TRMT6"	0.695245098
"KDM4A"	0.347406556
"CYBB"	0.702677696
"WSB2"	0.679760519
"NSRP1"	0.672466299
"RFX5"	0.552737949
"TMEM180"	0.76326491
"GPR37L1"	0.730080167
"FCRLA"	0.59715431
"RILPL1"	0.665736315
"TCN2"	0.662995813
"ZNF281"	0.768882761
"LCE2A"	0.384840176
"CAV3"	0.694353554
"NPC1"	0.624504187
"LCK"	0.754882047
"CD200R1"	0.586807087
"ATP10B"	0.123286867
"SPAM1"	0.651803002
"ADRA2A"	0.813074449
"ADPGK"	0.634608864
"UCP1"	0.64705627
"C6orf1"	0.56423509
"ZNF750"	0.851144301
"FRMD8"	0.771745302
"CPSF7"	0.712987643
"SLC40A1"	0.498339461
"DRG2"	0.57149663
"PPWD1"	0.311246936
"HIST1H2AJ"	0.714623162
"SMTNL1"	0.215927798
"PORCN"	0.718282782
"RCC1"	0.586342933
"MFSD2A"	0.749538909
"HTN1"	0.609256536
"IST1"	0.595737337
"LMO3"	0.66882404
"AMT"	0.596875511
"SUOX"	0.635980903
"SFXN4"	0.226673305
"CYTL1"	0.697747141
"SLC20A1"	0.460872141
"EDC3"	0.710852226
"NPPB"	0.688785233
"ADAM21"	0.757962112
"WDR70"	0.482100184
"MX2"	0.307604677
"RBPJ"	0.673840891
"PSMD2"	0.210292075
"UPK1B"	0.234518995
"TMEFF2"	0.281962316
"CREB3L2"	0.185413603
"SEC62"	0.558418096
"SHROOM3"	0.805969669
"FZD8"	0.876954657
"BZW1"	0.309992851
"JPH2"	0.839897876
"G6PC2"	0.57981107
"POLB"	0.447441279
"ATP6V1B2"	0.72807547
"SORBS3"	0.478188828
"RPL3"	0.690369179
"SIGLEC6"	0.585684743
"BICD1"	0.780418709
"KRT33B"	0.485923203
"PPP2R5E"	0.654003268
"ALDH3A2"	0.420533599
"RASSF5"	0.621116728
"PPP2R2C"	0.685430453
"GFRA3"	0.694617034
"ACOT13"	0.391839767
"ANAPC16"	0.643098448
"SAG"	0.146582414
"C8orf59"	0.510660233
"USP5"	0.792598039
"HSPB9"	0.722931985
"ANKRD13B"	0.789532271
"TBC1D24"	0.697977941
"NAMPT"	0.631359783
"ZNF282"	0.687743566
"PTTG2"	0.684433721
"TMEM159"	0.565695466
"ZNF709"	0.703566176
"MOGS"	0.354746221
"LEF1"	0.679495507
"SLITRK2"	0.824198836
"PDIA2"	0.880421262
"PNPLA8"	0.453754085
"CXorf23"	0.736861213
"UCHL5"	0.251994996
"UBP1"	0.726763685
"TRAPPC12"	0.867378983
"MAZ"	0.770183824
"FOXR1"	0.440807802
"ACVR1B"	0.737140523
"DCDC2"	0.487940666
"TCN1"	0.361705474
"TBC1D22A"	0.786500204
"PROS1"	0.5813894
"TRIM32"	0.788915441
"IRF8"	0.754425041
"NR1D2"	0.70403748
"CIAO1"	0.520515727
"SCAF11"	0.305804739
"CSNK1G1"	0.632266646
"SCML2"	0.752266136
"CLCN4"	0.865395731
"ITPRIP"	0.813747447
"GRM1"	0.471146344
"ITGB3"	0.710156761
"SLPI"	0.52637306
"AGAP6"	0.774857026
"DACH2"	0.737237541
"CERS2"	0.242233967
"PYCR2"	0.616368464
"TXNDC11"	0.297917177
"ARG2"	0.321708027
"MTR"	0.051744281
"DIMT1"	0.583664726
"MSMB"	0.522551573
"RGS11"	0.331570159
"C19orf45"	0.690594363
"COPS8"	0.442071589
"TBC1D25"	0.819738051
"REL"	0.712255413
"WARS"	0.717394812
"CASQ1"	0.134634906
"DTYMK"	0.60746681
"HAUS6"	0.213605494
"PRR11"	0.457373366
"IL1RAPL1"	0.766382251
"AARSD1"	0.277835478
"ADAM10"	0.588779616
"NR1D1"	0.814707925
"IL13RA1"	0.59231056
"PPP1R13L"	0.803849571
"MYH14"	0.624441891
"KPNA3"	0.663395629
"UBC"	0.731625306
"TRIM10"	0.718426266
"FAM124A"	0.787796671
"PGM5"	0.731637051
"RBBP4"	0.644438828
"MIPOL1"	0.482846201
"ZNF789"	0.364401552
"G3BP1"	0.426831087
"ATG14"	0.736592116
"ZNF619"	0.302530127
"KANK2"	0.826156046
"PDE7B"	0.42520527
"ARHGAP17"	0.665635723
"VEGFC"	0.677383578
"NBR1"	0.544348448
"TMCC3"	0.71897212
"EIF4A2"	0.385264502
"MAPKAP1"	0.537958027
"CNOT6L"	0.701976103
"DDX24"	0.697849775
"GTPBP4"	0.774406148
"ZNF189"	0.683605494
"BBS1"	0.523254698
"TMEM200C"	0.705777165
"CERS6"	0.389698734
"TMPRSS13"	0.31481924
"WASF1"	0.707580678
"METTL2B"	0.634019097
"C5orf38"	0.577624592
"ADCY4"	0.125563725
"CALCR"	0.217785948
"NPSR1"	0.270112337
"CYP26A1"	0.756351103
"CAPRIN1"	0.526137663
"ZHX3"	0.852032271
"GPR142"	0.642085886
"CLTB"	0.604331597
"DCAF8L1"	0.771340891
"PLOD3"	0.203161765
"CLIP4"	0.760536663
"C2orf50"	0.589924939
"AXIN2"	0.812016953
"ZNF518B"	0.855027063
"KRT20"	0.307492851
"TMEM30A"	0.652571998
"LOXL1"	0.70920241
"TCEB2"	0.590548407
"PROK2"	0.498119383
"PPARA"	0.759447508
"PTPN14"	0.24347835
"ZSCAN5B"	0.258453329
"CCNYL1"	0.485302288
"NR2C2AP"	0.672386132
"PTPN3"	0.191522672
"PRSS16"	0.774478656
"VWA5A"	0.072202308
"RFTN1"	0.762315666
"CCNK"	0.657119077
"ANKRD24"	0.493351205
"CS"	0.657255923
"ATL1"	0.680861928
"SIX5"	0.785133272
"LMX1B"	0.74509906
"SLC35D1"	0.625477941
"TAB3"	0.762397876
"BTN2A2"	0.621459355
"TGFBR1"	0.664618056
"RNF183"	0.72009906
"SNX2"	0.429525123
"FAM53C"	0.679179432
"KRT85"	0.793469158
"CACNA2D1"	0.194999489
"PSTK"	0.650130719
"HSPBAP1"	0.665555556
"USP30"	0.283723958
"ZIC5"	0.624480188
"UGT2B17"	0.659816176
"MRPL38"	0.688878676
"U2AF2"	0.803458946
"ZNF711"	0.759425041
"HLA-F"	0.683778084
"SLC18A2"	0.559460274
"HOMER1"	0.581178002
"HIST1H4F"	0.271564542
"WDR46"	0.361635008
"EIF4E2"	0.531410335
"SPIRE1"	0.74981924
"RIC8B"	0.667337623
"TBC1D19"	0.654455167
"RIOK1"	0.597977941
"TPH2"	0.675180249
"TIMMDC1"	0.576708027
"BLMH"	0.656019199
"TYMP"	0.731340891
"PICALM"	0.511527267
"RLN2"	0.413376736
"ENDOV"	0.26606873
"NONO"	0.678641238
"CYTIP"	0.621183619
"SGK2"	0.557383068
"PI4K2A"	0.719031352
"ZSCAN2"	0.768616217
"C1orf35"	0.552735396
"TRIM8"	0.8413654
"ZBTB39"	0.808681577
"NUDT1"	0.709151348
"LMNB2"	0.866703431
"LPIN2"	0.668237337
"EIF4A1"	0.686513991
"KPNA6"	0.709981107
"NR1H4"	0.661429739
"CXCL12"	0.648509498
"OTUD7A"	0.80351154
"PRPF19"	0.720959457
"KCNC3"	0.829938725
"SLC25A14"	0.61629136
"SAMD15"	0.6641779
"CXCL5"	0.674713031
"GNL2"	0.504750306
"HS6ST2"	0.793914931
"COQ5"	0.620128676
"SLC17A4"	0.297573019
"GPX8"	0.686948529
"CNTNAP5"	0.421170343
"FBXO38"	0.28161203
"RBAK"	0.558968035
"TAC4"	0.642268178
"TIFA"	0.678474265
"MAPK9"	0.359200368
"C11orf65"	0.199605801
"IFNK"	0.425167484
"ART3"	0.576016646
"MFSD9"	0.123687704
"CASS4"	0.835502451
"PANK2"	0.680037786
"HBP1"	0.654836091
"CDNF"	0.597374387
"TBC1D9"	0.310548407
"PSMD4"	0.641032475
"PPOX"	0.493605494
"EIF4E1B"	0.558590176
"ATXN10"	0.520303819
"ZNF233"	0.263936887
"DLST"	0.669527676
"SERINC1"	0.636401654
"IL1R1"	0.694080372
"GK"	0.708098958
"DEPDC7"	0.6501394
"OR5T3"	0.727984579
"ARHGAP15"	0.426448121
"OR4X1"	0.73431781
"MRPL43"	0.386485907
"BBC3"	0.637343239
"CTU2"	0.143220486
"RPUSD2"	0.776726409
"ITPKC"	0.79528799
"TAS2R50"	0.627949857
"DCBLD2"	0.590258885
"EDC4"	0.282891646
"ENPP7"	0.736063113
"ALS2CL"	0.205867545
"ESF1"	0.783641748
"MTCH2"	0.45504085
"UTP15"	0.663855188
"IQSEC3"	0.881395016
"OR13C9"	0.721702921
"TIPARP"	0.713717831
"COX16"	0.639994894
"ABCD3"	0.252016442
"DDX19A"	0.704645629
"ZNF675"	0.201830576
"SKOR1"	0.786898489
"MAPK10"	0.651563521
"FGG"	0.614238664
"ANGPT1"	0.660719465
"FBXO15"	0.648229167
"SLC17A7"	0.843360396
"CSTL1"	0.243054024
"ELL"	0.850919118
"STK24"	0.680657169
"EGFL7"	0.442073121
"ANXA10"	0.207848754
"CARD8"	0.256589563
"WBP11"	0.75316585
"OR5D14"	0.642194138
"OR1S1"	0.738860805
"FOXJ3"	0.722784416
"ASB10"	0.757403493
"IL31RA"	0.301261744
"SH2B3"	0.703658599
"LIPK"	0.317147672
"PTPN6"	0.808185764
"ORC4"	0.224145731
"APOBEC3D"	0.414369383
"RFX2"	0.85637357
"SSBP2"	0.587943219
"TNK1"	0.580780229
"CNTF"	0.703570772
"EVC"	0.507268689
"TRAK2"	0.154810049
"ZNF664"	0.709611417
"DPF2"	0.676080474
"CDK11A"	0.778599367
"CNBD1"	0.464892259
"SLC18A1"	0.267330984
"SLAMF1"	0.600060764
"ST3GAL5"	0.354259089
"MDM4"	0.40682598
"HIST1H2AD"	0.501357741
"TACR3"	0.726555351
"SSBP3"	0.636708027
"FLOT2"	0.656035029
"USP49"	0.850604575
"TFDP1"	0.731254596
"N4BP3"	0.817034824
"PRH2"	0.566426164
"MUC13"	0.680387051
"NCDN"	0.853958333
"ATG4A"	0.595833844
"BMPR1B"	0.662067504
"ZNF587"	0.325070466
"SMG8"	0.755211397
"G3BP2"	0.679709967
"TRO"	0.85177645
"CCNB2"	0.600793505
"PTPRG"	0.333868975
"CCDC61"	0.757885008
"NTSR1"	0.803200572
"EBNA1BP2"	0.618312908
"PRRT3"	0.826776961
"ME3"	0.537151757
"C10orf62"	0.498755106
"GTPBP10"	0.449938215
"RIPK2"	0.686311785
"TNFRSF18"	0.646277574
"SPTLC2"	0.703051471
"LPGAT1"	0.568069342
"MMP11"	0.684186581
"GZMH"	0.711588031
"LRRIQ1"	0.022325878
"UBQLN1"	0.706791258
"GPX2"	0.709904003
"CDK16"	0.754448529
"SLCO1B7"	0.617822712
"TMEM175"	0.760121017
"CHRNA3"	0.364246324
"ETFA"	0.551081495
"CRLF3"	0.560288501
"CYP7B1"	0.281572202
"MLXIPL"	0.698148999
"GLG1"	0.365445261
"PRICKLE2"	0.785396752
"GLIPR2"	0.596835172
"SH2D4B"	0.622556168
"OR8J3"	0.733205167
"MAGEC1"	0.848399714
"OR5F1"	0.667500511
"SH3KBP1"	0.805290543
"RNF40"	0.711851511
"FRRS1"	0.277447917
"ITPRIPL2"	0.843491626
"EIF2A"	0.299763072
"NXF2"	0.775784824
"NXF5"	0.606420547
"PHC1"	0.855486111
"NXF2B"	0.775784824
"SPTY2D1"	0.7520721
"C11orf74"	0.679991319
"RPGRIP1L"	0.191509906
"TSSK3"	0.655387561
"OR6C68"	0.35888123
"DDX46"	0.22378268
"OR12D2"	0.553484988
"AFMID"	0.616575266
"GPC6"	0.75643944
"ACP6"	0.618222018
"AGPAT6"	0.669624694
"PSTPIP2"	0.572951389
"RPE"	0.289024203
"OR5D18"	0.659359681
"GPR75-ASB3"	0.691288807
"OR52N2"	0.408894506
"TTLL2"	0.762351409
"USP3"	0.713676981
"RASA4"	0.880322712
"SLC15A2"	0.140054126
"MFSD4"	0.508543709
"NEDD1"	0.364989788
"TBX18"	0.780241013
"C3orf52"	0.65778799
"GJB2"	0.109242239
"EIF4A3"	0.713240911
"AURKAIP1"	0.73521344
"DMXL2"	0.327760417
"SNX4"	0.280512153
"KAL1"	0.778418607
"TMEM102"	0.801684538
"ZNF710"	0.866814236
"SESN2"	0.736293913
"OR2J2"	0.655208844
"CREB5"	0.73366779
"PLAA"	0.782370813
"CYP1A1"	0.513580474
"TRA2A"	0.594433211
"F9"	0.637963133
"RPF2"	0.548353758
"TMEM174"	0.720496834
"HAUS7"	0.680744485
"EIF4B"	0.493942504
"BRCC3"	0.55267259
"DAND5"	0.610339563
"CCDC13"	0.301158599
"MPP2"	0.811643178
"HDX"	0.727890114
"SPEN"	0.026398591
"MTF1"	0.79032884
"MTMR8"	0.745149101
"FAIM3"	0.581925041
"FAM174B"	0.540711295
"ASH2L"	0.692972324
"C9orf47"	0.675858864
"GTPBP1"	0.800597426
"HTRA1"	0.682051675
"GPX1"	0.508793913
"EED"	0.617527574
"NDUFA6"	0.716758578
"SLC35F5"	0.244488358
"NRBP2"	0.337741013
"SAYSD1"	0.718622345
"ABHD14B"	0.615030127
"SPECC1"	0.585518791
"PTCD2"	0.335172079
"GYS1"	0.534897876
"SERPINE1"	0.448616728
"SAP18"	0.697382557
"FBXO9"	0.64740145
"C10orf10"	0.627290645
"STX7"	0.508505413
"DCP2"	0.619783497
"ACO2"	0.682300858
"RTP3"	0.695654105
"MSN"	0.742841605
"SLC39A12"	0.733443627
"IRF2"	0.649370404
"VPS35"	0.490892565
"PNKD"	0.206758068
"TLL1"	0.230562704
"CEMP1"	0.642203329
"DDB2"	0.693267974
"LMX1A"	0.649003779
"OR4N2"	0.654523591
"EHHADH"	0.195119996
"LHX6"	0.60564185
"NLGN4X"	0.879620098
"KRT3"	0.747683824
"BOP1"	0.844306066
"TMEM116"	0.360819036
"NPEPPS"	0.67939134
"METAP2"	0.66010723
"SMOX"	0.745736826
"NSUN4"	0.228109171
"PDLIM7"	0.567281965
"ADAM18"	0.187564338
"KLHL38"	0.718300143
"RIOK3"	0.696714154
"UGP2"	0.419686479
"ASS1"	0.357545445
"VSIG1"	0.63884906
"PPEF1"	0.749766136
"SIT1"	0.615260927
"C4orf19"	0.740161867
"SLC45A1"	0.89365962
"PLIN4"	0.731056985
"SSH3"	0.434844771
"BCAT2"	0.699303513
"ZNF398"	0.696594669
"MAN1A2"	0.524923917
"BLK"	0.70791105
"PLTP"	0.660753676
"DDO"	0.274700266
"RPAIN"	0.605083231
"CDH9"	0.81441636
"CASP4"	0.312566381
"SETD1B"	0.960481005
"TLR8"	0.857547488
"SF3B2"	0.42112643
"OR3A3"	0.749958129
"RANBP6"	0.851202002
"SNX1"	0.70572406
"MED20"	0.716503779
"STAT5B"	0.755356924
"GGA1"	0.789420445
"CD19"	0.757571998
"RQCD1"	0.569410743
"NCR3"	0.695814951
"PHF6"	0.569815155
"OPTC"	0.643244485
"MARK4"	0.73098703
"PCBP4"	0.593217422
"FAM134C"	0.724335682
"LRRC39"	0.197913603
"CSAG1"	0.620254289
"CHDH"	0.75851971
"SPATS2L"	0.525540748
"GGN"	0.855092933
"C20orf85"	0.585878779
"KCNC4"	0.885643382
"KCNH8"	0.430955372
"AUH"	0.40516442
"GPR89B"	0.649973958
"OR9K2"	0.289400531
"RPF1"	0.366384804
"EXOC8"	0.845093954
"ZNF234"	0.739123264
"CAB39"	0.573063725
"SLC25A47"	0.509323938
"RFWD3"	0.357504596
"MTA2"	0.641136132
"HIVEP2"	0.874385723
"DCTN1"	0.315731209
"VAV1"	0.74918556
"MIS18BP1"	0.608131127
"CBLC"	0.739610907
"TMEM126A"	0.672909007
"SETD3"	0.306929636
"ST20-MTHFS"	0.672947304
"XRCC1"	0.230602533
"ARIH2"	0.702172692
"UBE2D4"	0.673410948
"CTAGE5"	0.582805351
"CA9"	0.367131842
"SYT2"	0.673096916
"TMEM145"	0.762151246
"TAZ"	0.611822406
"CSNK1A1"	0.604017565
"NPM1"	0.526730494
"ELFN2"	0.919523591
"CDRT1"	0.816004902
"PRSS57"	0.740140931
"ZNF823"	0.631762663
"FLOT1"	0.694431679
"CHERP"	0.815344669
"ZNF184"	0.747265625
"ZNF148"	0.776035029
"BACH1"	0.705714359
"APPBP2"	0.707128268
"DARS2"	0.196559436
"ABTB2"	0.825697508
"KRT72"	0.741236724
"COCH"	0.466290339
"NDUFA10"	0.275483047
"SPRYD4"	0.624335172
"KIAA1958"	0.808313419
"MRPL40"	0.682933517
"CCDC27"	0.258243464
"RBMX"	0.663270527
"STX19"	0.606544628
"SF3A3"	0.662532169
"SPR"	0.686067708
"OR4C15"	0.544058926
"GGT5"	0.781008987
"CSRP3"	0.621132047
"ANKRD17"	0.425283905
